ablation,dataset,w,d,task,method,method_seed,n_train,n_test,feature_dim,raw_dim,artifact_dir,train_mse,test_mse
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_baseline_n5_R3_k2_lam0p1,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_baseline_n5_R3_k2_lam0p1/seed=0,8.6391434436078245e-08,0.00011716149698585745
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_baseline_n5_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_baseline_n5_R3_k2_lam0p1_kernel_readout_retune/seed=0,4.9233953022672705e-06,0.00012292138655872826
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_no_jl_identity_pad_n5_R3_k2_lam0p1,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_no_jl_identity_pad_n5_R3_k2_lam0p1/seed=0,1.9425543066436141e-13,0.0029048443131732275
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_no_jl_identity_pad_n5_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_no_jl_identity_pad_n5_R3_k2_lam0p1_kernel_readout_retune/seed=0,7.333742322448052e-13,0.0029942573047236159
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n10_R3_k2_lam0p1,0,5000,1000,1305,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n10_R3_k2_lam0p1/seed=0,4.3315112334835239e-07,2.2114150732805071e-05
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n10_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,1305,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n10_R3_k2_lam0p1_kernel_readout_retune/seed=0,4.331597939001951e-07,2.2114111697213946e-05
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n3_R3_k2_lam0p1,0,5000,1000,108,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n3_R3_k2_lam0p1/seed=0,1.8524189651441613e-06,0.0003338977845295058
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n3_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,108,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n3_R3_k2_lam0p1_kernel_readout_retune/seed=0,1.2380933527416321e-05,0.00035374880069217118
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n6_R3_k2_lam0p1,0,5000,1000,459,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n6_R3_k2_lam0p1/seed=0,6.3297882610119563e-08,4.1000787327823945e-06
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n6_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,459,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n6_R3_k2_lam0p1_kernel_readout_retune/seed=0,4.4275142066257157e-09,4.2616452544161592e-06
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n8_R3_k2_lam0p1,0,5000,1000,828,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n8_R3_k2_lam0p1/seed=0,2.3171153377239246e-06,2.5290640823983406e-05
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n8_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,828,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n8_R3_k2_lam0p1_kernel_readout_retune/seed=0,4.1921328815690827e-06,2.6181878292239642e-05
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R1_k2_lam0p1,0,5000,1000,105,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R1_k2_lam0p1/seed=0,1.7999285577408548e-07,5.4475698595941659e-06
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R1_k2_lam0p1_kernel_readout_retune,0,5000,1000,105,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R1_k2_lam0p1_kernel_readout_retune/seed=0,2.7586437950598534e-08,5.473032504719314e-06
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R5_k2_lam0p1,0,5000,1000,525,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R5_k2_lam0p1/seed=0,4.0814276527230444e-07,0.00033194102222340881
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R5_k2_lam0p1_kernel_readout_retune,0,5000,1000,525,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R5_k2_lam0p1_kernel_readout_retune/seed=0,0.00015624259466459281,0.00046018925677694775
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R8_k2_lam0p1,0,5000,1000,840,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R8_k2_lam0p1/seed=0,3.8637610541969112e-07,0.00015620623490311192
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R8_k2_lam0p1_kernel_readout_retune,0,5000,1000,840,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R8_k2_lam0p1_kernel_readout_retune/seed=0,3.998349949787457e-08,0.00015862259960901766
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k1_lam0p1,0,5000,1000,45,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k1_lam0p1/seed=0,3.7452833751767867e-06,0.00032420575882706845
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k1_lam0p1_kernel_readout_retune,0,5000,1000,45,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k1_lam0p1_kernel_readout_retune/seed=0,0.0001007361594983117,0.00041209478149528743
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k3_lam0p1,0,5000,1000,1125,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k3_lam0p1/seed=0,5.7658719960425822e-07,0.00010613774899224346
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k3_lam0p1_kernel_readout_retune,0,5000,1000,1125,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k3_lam0p1_kernel_readout_retune/seed=0,7.021138993718905e-09,0.00011525682183427053
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p01,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p01/seed=0,3.1954417107307851e-07,7.5553564841955706e-05
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p01_kernel_readout_retune,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p01_kernel_readout_retune/seed=0,3.2109514330100146e-06,7.8750790527836649e-05
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p05,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p05/seed=0,1.6454095341360889e-07,9.1253506173833698e-05
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p05_kernel_readout_retune,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p05_kernel_readout_retune/seed=0,3.937586293380352e-06,9.6323186244975245e-05
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p3,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p3/seed=0,2.8398629396902479e-10,0.00025653656682913314
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p3_kernel_readout_retune,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p3_kernel_readout_retune/seed=0,1.8373179283941129e-09,0.00025736747481216673
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p5,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p5/seed=0,1.0809244832009438e-09,0.00037586295503155717
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p5_kernel_readout_retune,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p5_kernel_readout_retune/seed=0,1.6982434820099882e-09,0.00037659381833006635
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p8,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p8/seed=0,7.5987525389548074e-10,0.00069147594649696836
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p8_kernel_readout_retune,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p8_kernel_readout_retune/seed=0,5.9373717498929252e-06,0.00073718564207808353
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p95,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p95/seed=0,6.231247200199197e-10,0.0012015924287924658
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p95_kernel_readout_retune,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R3_k2_lam0p95_kernel_readout_retune/seed=0,3.8701701942905534e-06,0.0012544492748421429
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_zero_dynamics_n5_R3_k2_lam0p1,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_zero_dynamics_n5_R3_k2_lam0p1/seed=0,4.935693522532714e-05,0.00032820910009324466
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,one_step_forecast,quark_reservoir_channel_cupy_direct_arch_zero_dynamics_n5_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_zero_dynamics_n5_R3_k2_lam0p1_kernel_readout_retune/seed=0,7.7552913686389262e-05,0.00033501311241327519
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_baseline_n5_R3_k2_lam0p1,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_baseline_n5_R3_k2_lam0p1/seed=0,6.9574029532870843e-09,0.51426711607593834
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_baseline_n5_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_baseline_n5_R3_k2_lam0p1_kernel_readout_retune/seed=0,0.20316217088080593,0.47650963906367305
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_no_jl_identity_pad_n5_R3_k2_lam0p1,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_no_jl_identity_pad_n5_R3_k2_lam0p1/seed=0,3.7680825774130327e-09,0.30727835781073537
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_no_jl_identity_pad_n5_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,315,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_no_jl_identity_pad_n5_R3_k2_lam0p1_kernel_readout_retune/seed=0,0.19605252654653732,0.30099152577587063
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_sweep_n10_R3_k2_lam0p1,0,5000,1000,1305,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n10_R3_k2_lam0p1/seed=0,2.2554013151909864e-12,0.34757211776760311
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_sweep_n10_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,1305,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n10_R3_k2_lam0p1_kernel_readout_retune/seed=0,1.4793813696103342e-12,0.34671795872602101
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_sweep_n3_R3_k2_lam0p1,0,5000,1000,108,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n3_R3_k2_lam0p1/seed=0,1.1476709478256119e-08,0.39869266579957374
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_sweep_n3_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,108,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n3_R3_k2_lam0p1_kernel_readout_retune/seed=0,0.033268723475199151,0.3949961771858041
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_sweep_n6_R3_k2_lam0p1,0,5000,1000,459,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n6_R3_k2_lam0p1/seed=0,1.5174467921636629e-08,0.36278923244008932
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_sweep_n6_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,459,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n6_R3_k2_lam0p1_kernel_readout_retune/seed=0,0.23147926411232492,0.28505630311684088
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_sweep_n8_R3_k2_lam0p1,0,5000,1000,828,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n8_R3_k2_lam0p1/seed=0,0.00047955952850806398,0.42534356857481459
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_sweep_n8_R3_k2_lam0p1_kernel_readout_retune,0,5000,1000,828,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n8_R3_k2_lam0p1_kernel_readout_retune/seed=0,0.00057242453798075812,0.45383376398633307
architecture,varma_e2_three__N=6000__w=25__d=3__s=100,25,3,exp_fading_linear,quark_reservoir_channel_cupy_direct_arch_sweep_n5_R1_k2_lam0p1,0,5000,1000,105,75,/home/local/USHERBROOKE/aara2601/projects/quark/storage/results/rebuttal/varma_ablation/architecture/varma_e2_three__N=6000__w=25__d=3__s=100/split=deterministic_random_Ntr=5000_Nte=1000_seed=0/quark_reservoir_channel_cupy_direct_arch_sweep_n5_R1_k2_lam0p1/seed=0,0.41836931026596103,0.53204397360730105
