root,configuration_hash,path,status,git_commit,program_fingerprint,feature_shape
91001,7683895315c4eeae,artifacts/experiments/quark-empirical-v1/E1/reference-varma-functional/quark-exact/root=91001/7683895315c4eeae,complete,6a0374335e6e79e6112a23676dc316c774a8fd14,aa514daa087aa175402270e8aa03328b6f1397f19e244fd665575723476e202e,96x2x9
